Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0026	4931	5788	-	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027050.1	broad-spectrum class A beta-lactamase TEM-116	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0026	7790	8647	-	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027050.1	broad-spectrum class A beta-lactamase TEM-116	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0026	10649	11506	-	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027050.1	broad-spectrum class A beta-lactamase TEM-116	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0031	1070	1858	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0035	2025	2882	-	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027050.1	broad-spectrum class A beta-lactamase TEM-116	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0035	4884	5741	-	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027050.1	broad-spectrum class A beta-lactamase TEM-116	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0035	7744	8535	-	aph(3')-IIa	aminoglycoside O-phosphotransferase APH(3')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	264	264	100.00	100.00	264	WP_000572405.1	aminoglycoside O-phosphotransferase APH(3')-IIa	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0036	1948	2805	-	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027050.1	broad-spectrum class A beta-lactamase TEM-116	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0036	5001	5858	+	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027050.1	broad-spectrum class A beta-lactamase TEM-116	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0041	3032	3889	-	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027050.1	broad-spectrum class A beta-lactamase TEM-116	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0047	2806	3597	-	aph(3')-IIa	aminoglycoside O-phosphotransferase APH(3')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	264	264	100.00	100.00	264	WP_000572405.1	aminoglycoside O-phosphotransferase APH(3')-IIa	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0047	6166	6978	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018329.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0048	2952	3563	+	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	204	396	51.52	97.06	204	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
UCL_CSSB_PlasmidGPT_GFP_cassette	NA	UCL_CSSB_PlasmidGPT_GFP_cassette_0048	5862	6536	-	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	225	219	100.00	97.33	225	WP_000412211.1	type A-1 chloramphenicol O-acetyltransferase	NA	NA
