Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0037	1020	1877	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0037	3899	4519	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0038	799	1656	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0038	3678	4298	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0040	1204	2061	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0040	4083	4703	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0043	837	1694	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0043	3716	4336	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0045	1166	2023	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0045	4045	4665	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0047	969	1826	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0047	3848	4468	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_ATG	NA	McClain_PlasmidGPT_RL_ATG_0048	2102	2959	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
