sequence,symbol,name,start,end,strand,pct_identity,pct_cov
seq_44,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,901,1713,-,100.0,100.0
seq_45,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1710,2522,-,100.0,100.0
seq_46,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,946,1758,-,100.0,100.0
seq_47,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,1886,2743,-,100.0,100.0
seq_48,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1666,2478,-,100.0,100.0
seq_49,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_49,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_5,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_5,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_50,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,896,1708,-,100.0,100.0
seq_51,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_51,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_53,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1663,2475,-,100.0,100.0
seq_54,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1019,1831,-,100.0,100.0
seq_55,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1343,2200,+,100.0,100.0
seq_55,tet(C),tetracycline efflux MFS transporter Tet(C),4222,4842,-,100.0,52.27
seq_56,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1179,1991,-,100.0,100.0
seq_57,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1524,2336,-,100.0,100.0
seq_58,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,583,1440,+,100.0,100.0
seq_58,tet(C),tetracycline efflux MFS transporter Tet(C),3462,4082,-,100.0,52.27
seq_59,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_59,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_6,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1663,2475,-,100.0,100.0
seq_60,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,838,1695,+,100.0,100.0
seq_60,tet(C),tetracycline efflux MFS transporter Tet(C),3717,4337,-,100.0,52.27
seq_61,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1506,2318,-,100.0,100.0
seq_62,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,834,1646,-,100.0,100.0
seq_63,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_63,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_63,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,9655,10467,-,100.0,100.0
seq_64,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2466,3323,-,100.0,100.0
seq_65,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_65,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_66,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,883,1695,-,100.0,100.0
seq_68,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,853,1665,-,100.0,100.0
seq_69,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_69,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_7,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1654,2466,-,100.0,100.0
seq_70,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,805,1617,-,100.0,100.0
seq_71,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_71,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_72,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,822,1634,-,100.0,100.0
seq_73,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1497,2354,+,100.0,100.0
seq_73,tet(C),tetracycline efflux MFS transporter Tet(C),4376,4996,-,100.0,52.27
seq_74,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1032,1844,-,100.0,100.0
seq_75,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,1884,2741,-,100.0,100.0
seq_75,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,5950,6762,-,100.0,100.0
seq_76,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1019,1831,-,100.0,100.0
seq_77,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_77,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_78,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1882,2739,-,100.0,100.0
seq_79,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_79,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_8,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1342,2154,-,100.0,100.0
seq_80,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,971,1783,-,100.0,100.0
seq_81,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1658,2470,-,100.0,100.0
seq_83,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1632,2444,-,100.0,100.0
seq_84,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1172,1984,-,100.0,100.0
seq_85,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1694,2506,-,100.0,100.0
seq_86,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,965,1777,-,100.0,100.0
seq_87,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1658,2470,-,100.0,100.0
seq_88,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1144,1956,-,100.0,100.0
seq_89,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_89,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_89,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,8066,8878,-,100.0,100.0
seq_9,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_9,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3460,4317,-,100.0,100.0
seq_9,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,10666,11478,-,100.0,100.0
seq_90,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,864,1676,-,100.0,100.0
seq_92,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1886,2743,-,100.0,100.0
seq_93,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1305,2111,+,100.0,100.0
seq_94,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,769,1581,-,100.0,100.0
seq_95,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,2190,3002,-,100.0,100.0
seq_96,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1066,1878,-,100.0,100.0
seq_97,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1665,2477,-,100.0,100.0
seq_98,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1016,1828,-,100.0,100.0
seq_99,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1544,2356,-,100.0,100.0
