Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0006	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0007	1644	2501	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0007	4523	5143	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0008	1447	2304	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0008	4326	4946	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0009	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0009	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0010	1644	2501	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0010	4523	5143	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0011	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0011	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0012	1656	2513	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0012	4535	5155	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0013	1644	2501	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0013	4523	5143	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0014	1644	2501	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0014	4523	5143	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0015	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0015	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0016	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0016	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0017	1145	2002	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0017	4024	4644	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0018	1447	2304	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0018	4326	4946	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0019	1340	2197	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0019	4219	4839	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0020	1650	2507	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0020	4529	5149	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0021	1447	2304	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0021	4326	4946	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0022	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0022	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0023	1644	2501	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0023	4523	5143	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0024	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0024	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0025	1340	2197	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0025	4219	4839	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0026	1644	2501	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0026	4523	5143	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0027	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0027	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0028	1467	2324	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0028	4346	4966	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0029	1391	2248	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0029	4270	4890	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0030	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0030	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0031	1486	2343	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0031	4365	4985	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0032	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0032	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0033	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0033	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0034	1447	2304	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0034	4326	4946	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0035	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0035	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0036	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0036	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0037	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0037	4517	5137	-	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	207	396	52.27	100.00	207	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NA	NA
McClain_PlasmidGPT_RL_GFP_cassette	NA	McClain_PlasmidGPT_RL_GFP_cassette_0038	1638	2495	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
