Plasmid_ID,reason failed
UCL_CSSB_PlasmidGPT_GFP_cassette_0008,"ORI low-threshold count 0 outside [1,1]; ARG low-threshold count 2 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0014,"ORI low-threshold count 2 outside [1,1]; ARG low-threshold count 2 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0015,"ORI low-threshold count 0 outside [1,1]; ARG low-threshold count 3 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0019,"ORI low-threshold count 0 outside [1,1]; ARG low-threshold count 0 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0020,"ORI low-threshold count 0 outside [1,1]; ARG low-threshold count 2 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0022,"ARG low-threshold count 3 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0023,"ORI low-threshold count 0 outside [1,1]; ARG low-threshold count 3 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0024,"ARG low-threshold count 2 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0026,"ORI low-threshold count 0 outside [1,1]; ARG low-threshold count 4 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0031,"ORI low-threshold count 0 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0035,"ORI low-threshold count 0 outside [1,1]; ARG low-threshold count 3 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0036,"ORI low-threshold count 0 outside [1,1]; ARG low-threshold count 2 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0041,"ORI low-threshold count 0 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0047,"ORI low-threshold count 0 outside [1,1]; ARG low-threshold count 2 outside [1,1]"
UCL_CSSB_PlasmidGPT_GFP_cassette_0048,"ORI low-threshold count 0 outside [1,1]"
