sequence,symbol,name,start,end,strand,pct_identity,pct_cov
seq_27,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3036,3893,+,100.0,100.0
seq_28,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,1790,2578,+,100.0,100.0
seq_29,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3117,3974,+,100.0,100.0
seq_3,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2588,3445,+,100.0,100.0
seq_30,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2746,3603,+,100.0,100.0
seq_31,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2601,3458,+,100.0,100.0
seq_32,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2952,3809,+,100.0,100.0
seq_33,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2834,3691,+,100.0,100.0
seq_34,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3000,3857,+,100.0,100.0
seq_35,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3205,4062,+,100.0,100.0
seq_36,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2104,2961,+,100.0,100.0
seq_37,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3030,3887,+,100.0,100.0
seq_38,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2914,3771,+,100.0,100.0
seq_39,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3221,4078,+,100.0,100.0
seq_4,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2843,3700,+,100.0,100.0
seq_40,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,2713,3501,+,100.0,100.0
seq_41,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3415,4272,+,100.0,100.0
seq_43,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2930,3787,+,100.0,100.0
seq_44,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2617,3474,+,100.0,100.0
seq_45,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2433,3290,+,100.0,100.0
seq_46,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3117,3974,+,100.0,100.0
seq_47,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3262,4119,+,100.0,100.0
seq_48,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2966,3823,+,100.0,100.0
seq_49,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,1883,2671,+,100.0,100.0
seq_5,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2766,3623,+,100.0,100.0
seq_50,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2584,3441,+,100.0,100.0
seq_51,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3250,4107,+,100.0,100.0
seq_52,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3185,4042,+,100.0,100.0
seq_53,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3000,3857,+,100.0,100.0
seq_54,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3030,3887,+,100.0,100.0
seq_54,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,5583,6440,+,100.0,100.0
seq_55,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2947,3804,+,100.0,100.0
seq_55,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,6111,6968,+,100.0,100.0
seq_56,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2399,3256,+,100.0,100.0
seq_57,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,1833,2621,+,100.0,100.0
seq_58,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2747,3604,+,100.0,100.0
seq_59,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3241,4098,+,100.0,100.0
seq_6,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3278,4135,+,100.0,100.0
seq_60,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2616,3473,+,100.0,100.0
seq_61,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3401,4258,+,100.0,100.0
seq_62,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2672,3529,+,100.0,100.0
seq_63,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2737,3594,+,100.0,100.0
seq_64,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2012,2869,+,100.0,100.0
seq_65,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2249,3106,+,100.0,100.0
seq_66,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2877,3734,+,100.0,100.0
seq_67,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3153,4010,+,100.0,100.0
seq_68,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2696,3553,+,100.0,100.0
seq_69,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2780,3637,+,100.0,100.0
seq_7,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3294,4151,+,100.0,100.0
seq_70,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2360,3217,+,100.0,100.0
seq_71,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3405,4262,+,100.0,100.0
seq_72,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2544,3401,+,100.0,100.0
seq_73,aph(3')-IIa,aminoglycoside O-phosphotransferase APH(3')-IIa,2621,3412,+,99.62,100.0
seq_73,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,5455,6312,+,100.0,100.0
seq_74,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2895,3752,+,100.0,100.0
seq_75,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2994,3851,+,100.0,100.0
seq_76,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2674,3531,+,100.0,100.0
seq_77,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2871,3728,+,100.0,100.0
seq_78,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2701,3558,+,100.0,100.0
seq_79,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3370,4227,+,100.0,100.0
seq_8,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,1828,2685,+,100.0,100.0
seq_80,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2535,3392,+,100.0,100.0
seq_81,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3525,4382,+,100.0,100.0
seq_82,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2552,3409,+,100.0,100.0
seq_83,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3118,3975,+,100.0,100.0
seq_84,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2397,3254,+,100.0,100.0
seq_85,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3099,3956,+,100.0,100.0
seq_86,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2707,3564,+,100.0,100.0
seq_87,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3276,4133,+,100.0,100.0
seq_88,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2136,2993,-,100.0,100.0
seq_89,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3092,3949,+,100.0,100.0
seq_9,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2390,3247,+,100.0,100.0
seq_90,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2472,3329,+,100.0,100.0
seq_91,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2341,3198,+,100.0,100.0
seq_92,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2342,3199,+,100.0,100.0
seq_93,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3147,4004,+,100.0,100.0
seq_94,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2295,3152,+,100.0,100.0
seq_95,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3282,4139,+,100.0,100.0
seq_96,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2337,3194,+,100.0,100.0
seq_97,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,3255,4112,+,100.0,100.0
seq_98,blaTEM-116,broad-spectrum class A beta-lactamase TEM-116,2630,3487,+,100.0,100.0
seq_99,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,1786,2574,+,100.0,100.0
