sequence,symbol,name,start,end,strand,pct_identity,pct_cov
seq_2,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,654,1511,+,100.0,100.0
seq_2,tet(C),tetracycline efflux MFS transporter Tet(C),3533,4153,-,100.0,52.27
seq_20,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,923,1780,+,100.0,100.0
seq_20,tet(C),tetracycline efflux MFS transporter Tet(C),3802,4422,-,100.0,52.27
seq_21,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,815,1672,+,100.0,100.0
seq_21,tet(C),tetracycline efflux MFS transporter Tet(C),3694,4314,-,100.0,52.27
seq_22,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,906,1718,-,100.0,100.0
seq_23,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1054,1911,+,100.0,100.0
seq_23,tet(C),tetracycline efflux MFS transporter Tet(C),3933,4553,-,100.0,52.27
seq_24,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1564,2421,+,100.0,100.0
seq_24,tet(C),tetracycline efflux MFS transporter Tet(C),4443,5063,-,100.0,52.27
seq_25,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,882,1739,+,100.0,100.0
seq_25,tet(C),tetracycline efflux MFS transporter Tet(C),3761,4381,-,100.0,52.27
seq_26,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,872,1729,+,100.0,100.0
seq_26,tet(C),tetracycline efflux MFS transporter Tet(C),3751,4371,-,100.0,52.27
seq_27,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,704,1561,+,100.0,100.0
seq_27,tet(C),tetracycline efflux MFS transporter Tet(C),3583,4203,-,100.0,52.27
seq_28,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,957,1814,+,100.0,100.0
seq_28,tet(C),tetracycline efflux MFS transporter Tet(C),3836,4456,-,100.0,52.27
seq_29,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,806,1663,+,100.0,100.0
seq_29,tet(C),tetracycline efflux MFS transporter Tet(C),3685,4305,-,100.0,52.27
seq_3,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1065,1922,+,100.0,100.0
seq_3,tet(C),tetracycline efflux MFS transporter Tet(C),3944,4564,-,100.0,52.27
seq_30,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,868,1725,+,100.0,100.0
seq_30,tet(C),tetracycline efflux MFS transporter Tet(C),3747,4367,-,100.0,52.27
seq_31,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1096,1953,+,100.0,100.0
seq_31,tet(C),tetracycline efflux MFS transporter Tet(C),3975,4595,-,100.0,52.27
seq_32,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,588,1445,+,100.0,100.0
seq_32,tet(C),tetracycline efflux MFS transporter Tet(C),3467,4087,-,100.0,52.27
seq_33,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,570,1427,+,100.0,100.0
seq_33,tet(C),tetracycline efflux MFS transporter Tet(C),3449,4069,-,100.0,52.27
seq_34,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,940,1797,+,100.0,100.0
seq_34,tet(C),tetracycline efflux MFS transporter Tet(C),3819,4439,-,100.0,52.27
seq_35,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1146,2003,+,100.0,100.0
seq_35,tet(C),tetracycline efflux MFS transporter Tet(C),4025,4645,-,100.0,52.27
seq_36,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,819,1676,+,100.0,100.0
seq_36,tet(C),tetracycline efflux MFS transporter Tet(C),3698,4318,-,100.0,52.27
seq_37,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,974,1831,+,100.0,100.0
seq_37,tet(C),tetracycline efflux MFS transporter Tet(C),3853,4473,-,100.0,52.27
seq_38,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,769,1626,+,100.0,100.0
seq_38,tet(C),tetracycline efflux MFS transporter Tet(C),3648,4268,-,100.0,52.27
seq_39,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2260,3117,-,100.0,100.0
seq_4,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1141,1998,+,100.0,100.0
seq_4,tet(C),tetracycline efflux MFS transporter Tet(C),4020,4640,-,100.0,52.27
seq_40,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1157,2014,+,100.0,100.0
seq_40,tet(C),tetracycline efflux MFS transporter Tet(C),4036,4656,-,100.0,52.27
seq_41,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,854,1711,+,100.0,100.0
seq_41,tet(C),tetracycline efflux MFS transporter Tet(C),3733,4353,-,100.0,52.27
seq_42,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,692,1549,+,100.0,100.0
seq_42,tet(C),tetracycline efflux MFS transporter Tet(C),3571,4191,-,100.0,52.27
seq_43,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,758,1615,+,100.0,100.0
seq_43,tet(C),tetracycline efflux MFS transporter Tet(C),3637,4257,-,100.0,52.27
seq_44,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,676,1533,+,100.0,100.0
seq_44,tet(C),tetracycline efflux MFS transporter Tet(C),3555,4175,-,100.0,52.27
seq_45,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,916,1773,+,100.0,100.0
seq_45,tet(C),tetracycline efflux MFS transporter Tet(C),3795,4415,-,100.0,52.27
seq_46,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,821,1678,+,100.0,100.0
seq_46,tet(C),tetracycline efflux MFS transporter Tet(C),3700,4320,-,100.0,52.27
seq_47,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,925,1782,+,100.0,100.0
seq_47,tet(C),tetracycline efflux MFS transporter Tet(C),3804,4424,-,100.0,52.27
seq_48,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1222,2079,+,100.0,100.0
seq_48,tet(C),tetracycline efflux MFS transporter Tet(C),4101,4721,-,100.0,52.27
seq_49,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,786,1643,+,100.0,100.0
seq_49,tet(C),tetracycline efflux MFS transporter Tet(C),3665,4285,-,100.0,52.27
seq_5,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,831,1688,+,100.0,100.0
seq_5,tet(C),tetracycline efflux MFS transporter Tet(C),3710,4330,-,100.0,52.27
seq_50,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_50,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_51,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_51,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_52,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_52,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_53,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1458,2315,+,100.0,100.0
seq_53,tet(C),tetracycline efflux MFS transporter Tet(C),4337,4957,-,100.0,52.27
seq_54,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_54,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_55,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_55,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_56,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1446,2303,+,100.0,100.0
seq_56,tet(C),tetracycline efflux MFS transporter Tet(C),4325,4945,-,100.0,52.27
seq_57,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_57,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_58,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_58,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_59,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_59,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_6,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,832,1689,+,100.0,100.0
seq_6,tet(C),tetracycline efflux MFS transporter Tet(C),3711,4331,-,100.0,52.27
seq_60,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_60,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_61,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_61,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_63,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1319,2176,+,100.0,100.0
seq_63,tet(C),tetracycline efflux MFS transporter Tet(C),4198,4818,-,100.0,52.27
seq_64,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_64,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_65,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_65,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_66,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_66,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_67,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_67,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_68,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_68,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_69,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_69,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_7,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1134,1991,+,100.0,100.0
seq_7,tet(C),tetracycline efflux MFS transporter Tet(C),4013,4633,-,100.0,52.27
seq_70,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_70,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_71,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_71,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_72,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_72,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_73,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_73,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_74,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1485,2297,-,100.0,100.0
seq_75,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_75,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_76,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1643,2500,+,100.0,100.0
seq_76,tet(C),tetracycline efflux MFS transporter Tet(C),4522,5142,-,100.0,52.27
seq_77,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1446,2303,+,100.0,100.0
seq_77,tet(C),tetracycline efflux MFS transporter Tet(C),4325,4945,-,100.0,52.27
seq_78,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1384,2241,+,100.0,100.0
seq_78,tet(C),tetracycline efflux MFS transporter Tet(C),4263,4883,-,100.0,52.27
seq_79,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1643,2500,+,100.0,100.0
seq_79,tet(C),tetracycline efflux MFS transporter Tet(C),4522,5142,-,100.0,52.27
seq_8,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,835,1692,+,100.0,100.0
seq_8,tet(C),tetracycline efflux MFS transporter Tet(C),3714,4334,-,100.0,52.27
seq_80,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_80,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_81,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1319,2176,+,100.0,100.0
seq_81,tet(C),tetracycline efflux MFS transporter Tet(C),4198,4818,-,100.0,52.27
seq_82,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_82,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_83,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_83,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_84,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1468,2325,+,100.0,100.0
seq_84,tet(C),tetracycline efflux MFS transporter Tet(C),4347,4967,-,100.0,52.27
seq_85,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_85,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_86,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1643,2500,+,100.0,100.0
seq_86,tet(C),tetracycline efflux MFS transporter Tet(C),4522,5142,-,100.0,52.27
seq_87,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1648,2505,+,100.0,100.0
seq_87,tet(C),tetracycline efflux MFS transporter Tet(C),4527,5147,-,100.0,52.27
seq_88,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1643,2500,+,100.0,100.0
seq_88,tet(C),tetracycline efflux MFS transporter Tet(C),4522,5142,-,100.0,52.27
seq_89,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1446,2303,+,100.0,100.0
seq_89,tet(C),tetracycline efflux MFS transporter Tet(C),4325,4945,-,100.0,52.27
seq_9,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,687,1544,+,100.0,100.0
seq_9,tet(C),tetracycline efflux MFS transporter Tet(C),3566,4186,-,100.0,52.27
seq_90,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_90,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_91,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1446,2303,+,100.0,100.0
seq_91,tet(C),tetracycline efflux MFS transporter Tet(C),4325,4945,-,100.0,52.27
seq_92,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1341,2198,+,100.0,100.0
seq_92,tet(C),tetracycline efflux MFS transporter Tet(C),4220,4840,-,100.0,52.27
seq_93,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_93,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_94,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1659,2516,+,100.0,100.0
seq_94,tet(C),tetracycline efflux MFS transporter Tet(C),4538,5158,-,100.0,52.27
seq_95,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_95,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_96,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_96,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_97,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1446,2303,+,100.0,100.0
seq_97,tet(C),tetracycline efflux MFS transporter Tet(C),4325,4945,-,100.0,52.27
seq_98,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_98,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
seq_99,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1637,2494,+,100.0,100.0
seq_99,tet(C),tetracycline efflux MFS transporter Tet(C),4516,5136,-,100.0,52.27
