sequence,symbol,name,start,end,strand,pct_identity,pct_cov
seq_24,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1357,2214,+,100.0,100.0
seq_24,tet(C),tetracycline efflux MFS transporter Tet(C),4236,4856,-,100.0,52.27
seq_25,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1393,2250,+,100.0,100.0
seq_25,tet(C),tetracycline efflux MFS transporter Tet(C),4272,4892,-,100.0,52.27
seq_26,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,866,1723,+,100.0,100.0
seq_26,tet(C),tetracycline efflux MFS transporter Tet(C),3745,4365,-,100.0,52.27
seq_27,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1405,2262,+,100.0,100.0
seq_27,tet(C),tetracycline efflux MFS transporter Tet(C),4284,4904,-,100.0,52.27
seq_28,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1704,2561,+,100.0,100.0
seq_28,tet(C),tetracycline efflux MFS transporter Tet(C),4583,5203,-,100.0,52.27
seq_29,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1223,2080,+,100.0,100.0
seq_29,tet(C),tetracycline efflux MFS transporter Tet(C),4102,4722,-,100.0,52.27
seq_3,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1026,1838,-,100.0,100.0
seq_30,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,772,1629,+,100.0,100.0
seq_30,tet(C),tetracycline efflux MFS transporter Tet(C),3651,4271,-,100.0,52.27
seq_31,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1074,1931,+,100.0,100.0
seq_31,tet(C),tetracycline efflux MFS transporter Tet(C),3953,4573,-,100.0,52.27
seq_32,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1924,2781,+,100.0,100.0
seq_32,tet(C),tetracycline efflux MFS transporter Tet(C),4803,5423,-,100.0,52.27
seq_33,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,995,1852,+,100.0,100.0
seq_33,tet(C),tetracycline efflux MFS transporter Tet(C),3874,4494,-,100.0,52.27
seq_34,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1874,2731,-,100.0,100.0
seq_35,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,722,1579,+,100.0,100.0
seq_35,tet(C),tetracycline efflux MFS transporter Tet(C),3601,4221,-,100.0,52.27
seq_36,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,873,1730,+,100.0,100.0
seq_36,tet(C),tetracycline efflux MFS transporter Tet(C),3752,4372,-,100.0,52.27
seq_37,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1519,2376,+,100.0,100.0
seq_37,tet(C),tetracycline efflux MFS transporter Tet(C),4398,5018,-,100.0,52.27
seq_38,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,999,1856,+,100.0,100.0
seq_38,tet(C),tetracycline efflux MFS transporter Tet(C),3878,4498,-,100.0,52.27
seq_39,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,966,1823,+,100.0,100.0
seq_39,tet(C),tetracycline efflux MFS transporter Tet(C),3845,4465,-,100.0,52.27
seq_4,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,903,1760,+,100.0,100.0
seq_4,tet(C),tetracycline efflux MFS transporter Tet(C),3782,4402,-,100.0,52.27
seq_40,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1128,1985,+,100.0,100.0
seq_40,tet(C),tetracycline efflux MFS transporter Tet(C),4007,4627,-,100.0,52.27
seq_41,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1019,1876,+,100.0,100.0
seq_41,tet(C),tetracycline efflux MFS transporter Tet(C),3898,4518,-,100.0,52.27
seq_42,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1410,2267,+,100.0,100.0
seq_42,tet(C),tetracycline efflux MFS transporter Tet(C),4289,4909,-,100.0,52.27
seq_43,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1680,2537,+,100.0,100.0
seq_43,tet(C),tetracycline efflux MFS transporter Tet(C),4559,5179,-,100.0,52.27
seq_44,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,2044,2901,-,100.0,100.0
seq_45,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1667,2524,+,100.0,100.0
seq_45,tet(C),tetracycline efflux MFS transporter Tet(C),4546,5166,-,100.0,52.27
seq_46,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,886,1743,+,100.0,100.0
seq_46,tet(C),tetracycline efflux MFS transporter Tet(C),3765,4385,-,100.0,52.27
seq_47,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1092,1949,+,100.0,100.0
seq_47,tet(C),tetracycline efflux MFS transporter Tet(C),3971,4591,-,100.0,52.27
seq_48,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1315,2172,+,100.0,100.0
seq_48,tet(C),tetracycline efflux MFS transporter Tet(C),4194,4814,-,100.0,52.27
seq_49,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,937,1794,+,100.0,100.0
seq_49,tet(C),tetracycline efflux MFS transporter Tet(C),3816,4436,-,100.0,52.27
seq_5,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1235,2092,+,100.0,100.0
seq_5,tet(C),tetracycline efflux MFS transporter Tet(C),4114,4734,-,100.0,52.27
seq_50,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1297,2154,+,100.0,100.0
seq_50,tet(C),tetracycline efflux MFS transporter Tet(C),4176,4796,-,100.0,52.27
seq_51,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,743,1600,+,100.0,100.0
seq_51,tet(C),tetracycline efflux MFS transporter Tet(C),3622,4242,-,100.0,52.27
seq_52,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1074,1931,+,100.0,100.0
seq_52,tet(C),tetracycline efflux MFS transporter Tet(C),3953,4573,-,100.0,52.27
seq_53,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,983,1840,+,100.0,100.0
seq_53,tet(C),tetracycline efflux MFS transporter Tet(C),3862,4482,-,100.0,52.27
seq_54,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1542,2399,+,100.0,100.0
seq_54,tet(C),tetracycline efflux MFS transporter Tet(C),4421,5041,-,100.0,52.27
seq_56,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,901,1758,+,100.0,100.0
seq_56,tet(C),tetracycline efflux MFS transporter Tet(C),3780,4400,-,100.0,52.27
seq_57,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,994,1851,+,100.0,100.0
seq_57,tet(C),tetracycline efflux MFS transporter Tet(C),3873,4493,-,100.0,52.27
seq_58,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,718,1575,+,100.0,100.0
seq_58,tet(C),tetracycline efflux MFS transporter Tet(C),3597,4217,-,100.0,52.27
seq_59,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,871,1728,+,100.0,100.0
seq_59,tet(C),tetracycline efflux MFS transporter Tet(C),3750,4370,-,100.0,52.27
seq_6,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1147,2004,+,100.0,100.0
seq_6,tet(C),tetracycline efflux MFS transporter Tet(C),4026,4646,-,100.0,52.27
seq_60,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1175,2032,+,100.0,100.0
seq_60,tet(C),tetracycline efflux MFS transporter Tet(C),4054,4674,-,100.0,52.27
seq_62,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1087,1944,+,100.0,100.0
seq_62,tet(C),tetracycline efflux MFS transporter Tet(C),3966,4586,-,100.0,52.27
seq_63,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,944,1801,+,100.0,100.0
seq_63,tet(C),tetracycline efflux MFS transporter Tet(C),3823,4443,-,100.0,52.27
seq_64,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,712,1569,+,100.0,100.0
seq_64,tet(C),tetracycline efflux MFS transporter Tet(C),3591,4211,-,100.0,52.27
seq_65,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,958,1815,+,100.0,100.0
seq_65,tet(C),tetracycline efflux MFS transporter Tet(C),3837,4457,-,100.0,52.27
seq_66,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,937,1794,+,100.0,100.0
seq_66,tet(C),tetracycline efflux MFS transporter Tet(C),3816,4436,-,100.0,52.27
seq_67,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1042,1899,+,100.0,100.0
seq_67,tet(C),tetracycline efflux MFS transporter Tet(C),3921,4541,-,100.0,52.27
seq_68,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1384,2241,+,100.0,100.0
seq_68,tet(C),tetracycline efflux MFS transporter Tet(C),4263,4883,-,100.0,52.27
seq_69,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1317,2174,+,100.0,100.0
seq_69,tet(C),tetracycline efflux MFS transporter Tet(C),4196,4816,-,100.0,52.27
seq_7,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1237,2094,+,100.0,100.0
seq_7,tet(C),tetracycline efflux MFS transporter Tet(C),4116,4736,-,100.0,52.27
seq_70,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,971,1828,+,100.0,100.0
seq_70,tet(C),tetracycline efflux MFS transporter Tet(C),3850,4470,-,100.0,52.27
seq_71,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,964,1821,+,100.0,100.0
seq_71,tet(C),tetracycline efflux MFS transporter Tet(C),3843,4463,-,100.0,52.27
seq_73,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1359,2216,+,100.0,100.0
seq_73,tet(C),tetracycline efflux MFS transporter Tet(C),4238,4858,-,100.0,52.27
seq_74,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1838,2695,-,100.0,100.0
seq_75,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,689,1546,+,100.0,100.0
seq_75,tet(C),tetracycline efflux MFS transporter Tet(C),3568,4188,-,100.0,52.27
seq_76,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,720,1577,+,100.0,100.0
seq_76,tet(C),tetracycline efflux MFS transporter Tet(C),3599,4219,-,100.0,52.27
seq_77,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,551,1408,+,100.0,100.0
seq_77,tet(C),tetracycline efflux MFS transporter Tet(C),3430,4050,-,100.0,52.27
seq_78,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1049,1906,+,100.0,100.0
seq_78,tet(C),tetracycline efflux MFS transporter Tet(C),3928,4548,-,100.0,52.27
seq_79,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,1524,2336,-,100.0,100.0
seq_8,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1450,2307,+,100.0,100.0
seq_8,tet(C),tetracycline efflux MFS transporter Tet(C),4329,4949,-,100.0,52.27
seq_80,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1024,1881,+,100.0,100.0
seq_80,tet(C),tetracycline efflux MFS transporter Tet(C),3903,4523,-,100.0,52.27
seq_81,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1196,2053,+,100.0,100.0
seq_81,tet(C),tetracycline efflux MFS transporter Tet(C),4075,4695,-,100.0,52.27
seq_82,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,953,1810,+,100.0,100.0
seq_82,tet(C),tetracycline efflux MFS transporter Tet(C),3832,4452,-,100.0,52.27
seq_83,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1257,2114,+,100.0,100.0
seq_83,tet(C),tetracycline efflux MFS transporter Tet(C),4136,4756,-,100.0,52.27
seq_84,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,849,1706,+,100.0,100.0
seq_84,tet(C),tetracycline efflux MFS transporter Tet(C),3728,4348,-,100.0,52.27
seq_85,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1182,2039,+,100.0,100.0
seq_85,tet(C),tetracycline efflux MFS transporter Tet(C),4061,4681,-,100.0,52.27
seq_86,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1112,1969,+,100.0,100.0
seq_86,tet(C),tetracycline efflux MFS transporter Tet(C),3991,4611,-,100.0,52.27
seq_87,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,951,1808,+,100.0,100.0
seq_87,tet(C),tetracycline efflux MFS transporter Tet(C),3830,4450,-,100.0,52.27
seq_88,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1029,1886,+,100.0,100.0
seq_88,tet(C),tetracycline efflux MFS transporter Tet(C),3908,4528,-,100.0,52.27
seq_89,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1037,1894,+,100.0,100.0
seq_89,tet(C),tetracycline efflux MFS transporter Tet(C),3916,4536,-,100.0,52.27
seq_9,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1876,2733,-,100.0,100.0
seq_90,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1301,2158,+,100.0,100.0
seq_90,tet(C),tetracycline efflux MFS transporter Tet(C),4180,4800,-,100.0,52.27
seq_91,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1114,1971,+,100.0,100.0
seq_91,tet(C),tetracycline efflux MFS transporter Tet(C),3993,4613,-,100.0,52.27
seq_92,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1218,2075,+,100.0,100.0
seq_92,tet(C),tetracycline efflux MFS transporter Tet(C),4097,4717,-,100.0,52.27
seq_93,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1046,1903,+,100.0,100.0
seq_93,tet(C),tetracycline efflux MFS transporter Tet(C),3925,4545,-,100.0,52.27
seq_94,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,802,1659,+,100.0,100.0
seq_94,tet(C),tetracycline efflux MFS transporter Tet(C),3681,4301,-,100.0,52.27
seq_95,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1110,1967,+,100.0,100.0
seq_95,tet(C),tetracycline efflux MFS transporter Tet(C),3989,4609,-,100.0,52.27
seq_96,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,946,1803,+,100.0,100.0
seq_96,tet(C),tetracycline efflux MFS transporter Tet(C),3825,4445,-,100.0,52.27
seq_97,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,1115,1972,+,100.0,100.0
seq_97,tet(C),tetracycline efflux MFS transporter Tet(C),3994,4614,-,100.0,52.27
seq_98,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,738,1595,+,100.0,100.0
seq_98,tet(C),tetracycline efflux MFS transporter Tet(C),3617,4237,-,100.0,52.27
seq_99,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,603,1460,+,100.0,100.0
seq_99,tet(C),tetracycline efflux MFS transporter Tet(C),3482,4102,-,100.0,52.27
